parameter_id,IMPC_IMM_063_001
parameter_name,B Cells
gene_accession_id,MGI:1915033
mouse_strain,C57BL
pvalue,0.07308084
analysis_id,3r40ert61b18up5
mouse_life_stage,Early adult
gene_symbol,Ahctf1
