Gene_symbol,Wars2
Mouse_life_stage,Early adult
pvalue,0.8491691
Parameter_name,Anophthalmia
Analysis_id,6f4jus108895w09
Parameter_id,IMPC_GEO_048_002
mouse_strain,C57BL
Gene_accession_id,MGI:1917810
