parameter_id,ESLIM_011_001_703
mouse_strain,C57BL
parameter_name,Prepulse inhibition - PP3
analysis_id,85g908zd240a8y4
mouse_life_stage,Late adult
gene_accession_id,MGI:1345282
pvalue,0.1946075
gene_symbol,Slc30a4
