gene_symbol,Kdm4c
mouse_life_stage,Early adult
pvalue,0.5979823
parameter_id,MGP_PBI_001_001
analysis_id,620w78f30e82856
gene_accession_id,MGI:1924054
mouse_strain,C57BL
parameter_name,Total T cell percentage
