gene_symbol,Arpc2
parameter_id,M-G-P_007_001_011
mouse_life_stage,Early adult
analysis_id,yyw7y7kd56o6au2
pvalue,0.161961
parameter_name,center - resting time
gene_accession_id,MGI:1923959
mouse_strain,C57BL
