parameter_id,JAXLA_DXA_009_001
gene_symbol,Rab13
parameter_name,Fat/Body weight
analysis_id,3625k3i2110r7so
gene_accession_id,MGI:1927232
mouse_strain,C57BL
pvalue,0.8849246
mouse_life_stage,Early adult
