parameter_id,JAXLA_OFD_020_001
gene_accession_id,MGI:2444114
pvalue,0.4168929
gene_symbol,Zcchc2
mouse_life_stage,Early adult
parameter_name,Distance travelled - total
mouse_strain,C57BL
analysis_id,59p7u6hb2599oy7
