parameter_id,IMPC_DXA_010_001
mouse_strain,C57BL
analysis_id,w8573i90y37fb22
gene_symbol,Bcs1l
mouse_life_stage,E9.5
gene_accession_id,MGI:1914071
parameter_name,Bone Area
pvalue,0.8424486
