parameter_id,JAX_OFD_017_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.7991448
parameter_name,Center average speed
gene_symbol,Toporsl
gene_accession_id,MGI:1915524
analysis_id,6t942772t3ll010
