parameter_id,M-G-P_014_001_009
mouse_life_stage,Early adult
parameter_name,lens
pvalue,0.1126095
analysis_id,41gsa6oow9rg6gq
gene_symbol,Bach2
mouse_strain,C57BL
gene_accession_id,MGI:894679
