parameter_name,Periphery average speed
pvalue,0.8393351
parameter_id,HRWLLA_OFD_013_001
gene_accession_id,MGI:1915087
analysis_id,j596c8g63r708i3
gene_symbol,Tiprl
mouse_strain,C57BL
mouse_life_stage,E12.5
