gene_symbol,Ubxn4
mouse_strain,C51BL
analysis_id,1hx702vs9s24p91
gene_accession_id,MGI:1915062
mouse_life_stage,Late adult
parameter_name,Liver weight
parameter_id,UCD_OWT_008_001
pvalue,0.9008089
