parameter_id,MGP_IMM_001_001
gene_accession_id,MGI:97838
mouse_life_stage,Early adult
pvalue,0.1704992
gene_symbol,Eprs1
mouse_strain,C57BL
parameter_name,Total T cells - % of CD45+
analysis_id,10t71ejrqzy8c7n
