mouse_life_stage,Middle aged adult
gene_symbol,Lpgat1
pvalue,0.07626541
analysis_id,zu08q2ewt60lfhk
mouse_strain,C57BL
gene_accession_id,MGI:2446186
parameter_name,Mean-corpuscular-haemoglobin
parameter_id,M-G-P_016_001_006
