parameter_id,IMPC_ECH_005_001
gene_accession_id,MGI:107414
pvalue,0.3837779
gene_symbol,Tnfsf10
mouse_strain,C57BL
analysis_id,ug6q97vhdf6mh09
mouse_life_stage,Early adult
parameter_name,Fractional Shortening
