parameter_name,Whole arena resting time
pvalue,0.5152806
gene_symbol,Tbl1xr1
parameter_id,ESLIM_007_001_003
mouse_strain,C52BL
gene_accession_id,MGI:2441730
mouse_life_stage,Late adult
analysis_id,xu2ld7ogwcm179a
