gene_symbol,Nanp
parameter_id,M-G-P_005_001_004
parameter_name,Bone Mineral Density (excluding skull)
pvalue,0.4161073
mouse_strain,C57BL
gene_accession_id,MGI:1914561
mouse_life_stage,E18.5
analysis_id,263whty1510j4er
