gene_symbol,Ubxn4
parameter_id,ESLIM_008_001_013
parameter_name,Startle response
mouse_strain,C57BL
pvalue,0.4334004
analysis_id,km571r3m2c9cl64
mouse_life_stage,Late adult
gene_accession_id,MGI:1915062
