parameter_id,MGP_PBI_004_001
gene_accession_id,MGI:2135738
analysis_id,pp2ab7h5imnw0n7
pvalue,0.8910044
mouse_strain,C57BL
gene_symbol,Abo
parameter_name,CD8+ alpha beta T cell percentage
mouse_life_stage,Early adult
