gene_symbol,Slc2a8
parameter_name,KLRG1+ gd T cells - % of CD45+
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,c3325x803z113oc
gene_accession_id,MGI:1860103
parameter_id,MGP_IMM_089_001
pvalue,0.7448674
