gene_symbol,AU040320
pvalue,0.7640582
mouse_life_stage,Late adult
gene_accession_id,MGI:2140475
mouse_strain,C57BL
analysis_id,e9kq83pbejh4579
parameter_name,Basophil differential count
parameter_id,IMPC_HEM_038_001
