parameter_name,Whole arena resting time
parameter_id,JAX_OFD_007_001
analysis_id,akocvdvb51qllzy
mouse_life_stage,Early adult
pvalue,9.997075e-06
gene_accession_id,MGI:1916043
mouse_strain,C57BL
gene_symbol,Rab3gap2
