gene_symbol,Gpr39
pvalue,0.7876946
gene_accession_id,MGI:1918361
analysis_id,auymow8ntop95np
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_MLN_063_001
parameter_name,Total ab T cells - % of CD45+
