parameter_id,MGP_PBI_010_001
gene_symbol,Mapkap1
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
analysis_id,1z8ow99jk03h35t
mouse_strain,C57BL
mouse_life_stage,E12.5
pvalue,0.961042
gene_accession_id,MGI:2444554
