parameter_id,IMPC_ECH_003_001
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Stroke Volume
gene_accession_id,MGI:1919107
analysis_id,02fco8inorj9mjs
pvalue,0.4898756
gene_symbol,Slc17a9
