gene_symbol,Ahcy
mouse_life_stage,E12.5
parameter_name,Monocytes
pvalue,0.7144286
gene_accession_id,MGI:87968
mouse_strain,C57BL
analysis_id,9n1jf7zf9p0845y
parameter_id,IMPC_IMM_051_001
