gene_symbol,Frmpd1
mouse_life_stage,Late adult
parameter_id,IMPC_HEM_019_001
pvalue,0.465162
analysis_id,81hv6s291t37414
mouse_strain,C57BL
gene_accession_id,MGI:2446274
parameter_name,Mean platelet volume
