gene_symbol,Wars2
gene_accession_id,MGI:1917810
parameter_name,Hindpaw - size
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,1v9s3cdx5xb0xvc
pvalue,0.07543924
parameter_id,JAXLA_CSD_041_002
