gene_symbol,Tnfsf8
pvalue,0.7525639
parameter_name,% Pre-pulse inhibition - PPI1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ACS_033_001
gene_accession_id,MGI:88328
analysis_id,9eo8ylwy72kfw87
