parameter_id,IMPC_DXA_010_001
gene_symbol,Rap2b
mouse_strain,C57BL
gene_accession_id,MGI:1921262
pvalue,0.4617358
analysis_id,w2lm868177oa9n8
parameter_name,Bone Area
mouse_life_stage,Early adult
