parameter_id,HMGULA_CBC_005_001
pvalue,0.3892331
gene_symbol,Nr0b2
analysis_id,s0ur6b3074z742f
gene_accession_id,MGI:1346344
parameter_name,Creatinine
mouse_strain,B6J
mouse_life_stage,Early adult
