gene_symbol,Ap5s1
mouse_strain,C57BL
parameter_id,IMPC_XRY_025_001
pvalue,0.8508998
mouse_life_stage,Early adult
parameter_name,Tibia
analysis_id,269cicq3876ls3i
gene_accession_id,MGI:1916846
