parameter_id,IMPC_ABR_006_001
pvalue,0.7861144
mouse_strain,C57BL
gene_accession_id,MGI:1923959
gene_symbol,Arpc2
parameter_name,12kHz-evoked ABR Threshold
mouse_life_stage,Early adult
analysis_id,0m7l451w545j583
