parameter_id,IMPC_ABR_012_001
gene_symbol,Mapkap1
analysis_id,cau4czl6314eujl
pvalue,0.7700643
mouse_life_stage,Early adult
gene_accession_id,MGI:2444554
mouse_strain,C57BL
parameter_name,30kHz-evoked ABR Threshold
