gene_symbol,Wars2
mouse_life_stage,Early adult
pvalue,0.3399254
gene_accession_id,MGI:1917810
parameter_name,Liver weight
parameter_id,UCD_OWT_008_001
analysis_id,c0i802v5q88te84
mouse_strain,C57BL
