gene_symbol,Dnajc5b
parameter_name,Conditioning Baseline % Freezing Time
mouse_life_stage,Early adult
parameter_id,IMPC_FEA_003_001
gene_accession_id,MGI:1913576
mouse_strain,C57BL
analysis_id,od9g5k1g2173j4v
pvalue,0.4736743
