parameter_id,IMPC_CSD_029_001
pvalue,0.8430187
parameter_name,Activity (body position)
analysis_id,5g060216trbk137
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:109384
gene_symbol,Atf3
