parameter_id,MGP_MLN_093_001
gene_accession_id,MGI:106100
gene_symbol,Etfdh
parameter_name,KLRG1+ NK cells - % of CD45+
analysis_id,b9qp5c2a6fk8sxz
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.3203525
