mouse_life_stage,Late adult
mouse_strain,C57BL
gene_symbol,Slc30a4
parameter_id,IMPC_OFD_011_001
pvalue,0.4405841
gene_accession_id,MGI:1345282
parameter_name,Periphery resting time
analysis_id,8xtqqa683c1d53s
