gene_symbol,Mecom
parameter_id,IMPC_IMM_055_001
mouse_life_stage,E12.5
gene_accession_id,MGI:95457
pvalue,0.101249
parameter_name,NK Subsets (Q2)
analysis_id,26w3s5o82p33f18
mouse_strain,C57BL
