gene_symbol,Galnt13
parameter_name,Vocalization
gene_accession_id,MGI:2139447
pvalue,0.6815317
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,IMPC_CSD_078_001
analysis_id,618691ku4noviw7
