parameter_id,IMPC_GRS_011_001
gene_symbol,Mov10
mouse_life_stage,Early adult
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
mouse_strain,C57BL
pvalue,0.5793536
gene_accession_id,MGI:97054
analysis_id,0o18qg5447lc3gk
