gene_symbol,Zmynd8
pvalue,0.8063699
mouse_life_stage,Early adult
parameter_name,Resting CD4+ T helper cells - % of CD45+
mouse_strain,C57BL
parameter_id,MGP_MLN_067_001
gene_accession_id,MGI:1918025
analysis_id,60411xfezv7kpt1
