mouse_life_stage,E12.5
parameter_id,IMPC_EYE_016_001
gene_accession_id,MGI:1915087
pvalue,0.3610096
parameter_name,Lens
gene_symbol,Tiprl
analysis_id,jw3ph15445y65mz
mouse_strain,C57BL
