parameter_id,HRWLLA_OFD_011_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1917810
parameter_name,Periphery resting time
analysis_id,7054g78r1b0csjm
pvalue,0.1455115
gene_symbol,Wars2
