parameter_name,Prepulse inhibition - PP3
mouse_life_stage,Early adult
analysis_id,d9oq5ny8600mm38
gene_symbol,Ddx27
parameter_id,ESLIM_011_001_703
gene_accession_id,MGI:2385884
pvalue,0.186101
mouse_strain,C57BL
