parameter_id,IMPC_ECG_004_001
mouse_life_stage,E12.5
gene_accession_id,MGI:1913483
mouse_strain,C57BL
pvalue,0.4331241
parameter_name,RR
gene_symbol,Dmap1
analysis_id,vx250wo487d1195
