pvalue,0.5251657
gene_accession_id,MGI:2685266
mouse_strain,C57BL
gene_symbol,Pglyrp3
mouse_life_stage,Early adult
analysis_id,ndx01nt056293h4
parameter_name,Shape of ribcage
parameter_id,IMPC_XRY_059_001
