parameter_id,IMPC_ACS_033_001
gene_symbol,Slx4ip
pvalue,0.1027887
parameter_name,% Pre-pulse inhibition - PPI1
analysis_id,7wc616n126e5hi3
gene_accession_id,MGI:1921493
mouse_strain,C57BL
mouse_life_stage,Early adult
