parameter_id,IMPC_ABR_004_001
mouse_strain,C57BL
pvalue,0.8383755
analysis_id,91xepq371pi7y9g
parameter_name,6kHz-evoked ABR Threshold
gene_accession_id,MGI:3616086
gene_symbol,Kcng1
mouse_life_stage,Early adult
