parameter_id,M-G-P_014_001_009
gene_symbol,Ahcy
gene_accession_id,MGI:87968
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,36f94k12ku8j522
parameter_name,lens
pvalue,0.1982516
