mouse_strain,129SV
gene_accession_id,MGI:1920638
analysis_id,2gj9b1b210835sh
mouse_life_stage,Early adult
parameter_name,Whole arena average speed
pvalue,0.8757162
parameter_id,ESLIM_007_001_005
gene_symbol,Bpifa3
