gene_symbol,Snap23
parameter_name,Glucose
pvalue,0.8785591
parameter_id,IMPC_CBC_018_001
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:109356
analysis_id,4je2gw2le00430z
