parameter_id,IMPC_GEP_076_001
gene_accession_id,MGI:1923959
pvalue,0.3149079
mouse_strain,129SV
gene_symbol,Arpc2
analysis_id,3w6f7433rhwbq5m
parameter_name,Cleft palate
mouse_life_stage,Early adult
