gene_symbol,Ninl
gene_accession_id,MGI:1925427
parameter_name,Center average speed
mouse_life_stage,Early adult
pvalue,0.5163902
parameter_id,JAXLA_OFD_017_001
analysis_id,n78zqk2iexd118e
mouse_strain,C57BL
