gene_symbol,Slc30a4
pvalue,0.1313585
gene_accession_id,MGI:1345282
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_id,MGP_MLN_031_001
analysis_id,eiq7la8fgg8vg83
parameter_name,Total NK cells - % of CD45+
