gene_symbol,Zmynd8
pvalue,0.6858358
gene_accession_id,MGI:1918025
analysis_id,11uky2h64z9hy55
parameter_id,HRWLLA_DXA_007_001
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,BMC/Body weight
