pvalue,0.7504316
gene_accession_id,MGI:109356
parameter_name,DN NKT cells
mouse_life_stage,Late adult
gene_symbol,Snap23
mouse_strain,C57BL
parameter_id,IMPC_IMM_013_001
analysis_id,o95495jix3yj5rs
