gene_symbol,Hspa5
parameter_id,IMPC_GEL_006_001
mouse_life_stage,Early adult
parameter_name,Pericardium Morphology
gene_accession_id,MGI:95835
analysis_id,lgqo180yiv65t7s
mouse_strain,C57BL
pvalue,0.37201
