parameter_id,IMPC_IMM_069_001
mouse_strain,C57BL
pvalue,0.2285695
gene_symbol,Car13
gene_accession_id,MGI:1931322
analysis_id,7b64y2775n75867
mouse_life_stage,Early adult
parameter_name,Transitional B Cells (CD21/35 low)
