gene_symbol,Secisbp2l
parameter_name,Center permanence time
mouse_life_stage,Early adult
parameter_id,JAX_OFD_016_001
gene_accession_id,MGI:1917604
pvalue,0.5682788
analysis_id,422zua2x4138n06
mouse_strain,C58BL
