gene_symbol,Eprs1
mouse_strain,C57BL
parameter_id,CCP_LFO_001_001
analysis_id,80637sc57986s0g
mouse_life_stage,E9.5
pvalue,0.466124
parameter_name,Weight
gene_accession_id,MGI:97838
