gene_symbol,Col11a1
analysis_id,tp882lmvc9848n7
parameter_id,IMPC_CSD_078_001
mouse_life_stage,E18.5
pvalue,0.7964638
gene_accession_id,MGI:88446
mouse_strain,C57BL
parameter_name,Vocalization
