parameter_id,IMPC_GEP_017_001
gene_accession_id,MGI:104640
pvalue,0.2783159
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,5172g0nrb1156eu
gene_symbol,Rab17
parameter_name,Facial Morphology
